date,day_of_week,month,year,is_weekend,promo_discount,competitor_price,demand_index,customer_segment,price
2020-10-24,5,10,2020,1,12.47,151.1,79.88,D,169.28
2020-01-25,5,1,2020,1,18.26,65.83,92.41,C,149.39
2022-07-08,4,7,2022,0,17.23,145.22,92.43,D,128.68
2021-10-08,4,10,2021,0,11.05,148.35,4.03,A,89.63
2020-07-18,5,7,2020,1,12.19,50.03,2.31,C,37.57
2022-06-03,4,6,2022,0,19.64,164.41,98.82,C,70.65
2021-11-17,2,11,2021,0,17.98,188.69,16.7,C,126.76
2021-06-30,2,6,2021,0,22.65,36.02,86.12,A,176.57
2021-06-06,6,6,2021,1,1.0,36.4,4.91,D,79.13
2022-08-02,1,8,2022,0,15.28,115.82,26.77,B,184.48
2021-02-03,2,2,2021,0,11.05,28.2,30.02,C,110.33
2021-01-03,6,1,2021,1,12.25,69.29,13.13,C,154.9
2020-01-22,2,1,2020,0,29.88,79.32,38.16,A,122.34
2020-05-19,1,5,2020,0,21.55,90.57,90.49,A,125.15
2022-04-22,4,4,2022,0,13.51,136.4,95.28,A,178.44
2022-12-11,6,12,2022,1,1.2,79.82,47.05,A,94.74
2022-07-02,5,7,2022,1,21.01,168.73,73.13,C,176.65
2021-03-25,3,3,2021,0,8.18,177.5,76.66,C,81.51
2021-05-30,6,5,2021,1,22.02,38.73,78.93,B,115.24
2020-03-10,1,3,2020,0,8.77,138.04,64.16,A,64.3
2020-07-07,1,7,2020,0,0.91,98.05,56.95,A,206.44
2021-03-20,5,3,2021,1,27.85,115.18,75.38,A,91.3
2020-09-02,2,9,2020,0,22.38,56.86,37.11,A,134.91
2020-09-23,2,9,2020,0,0.54,150.04,83.55,D,91.95
2021-01-13,2,1,2021,0,13.44,173.23,77.57,A,74.28
2021-01-12,1,1,2021,0,9.72,142.2,56.32,C,45.6
2021-08-26,3,8,2021,0,9.3,182.0,68.82,D,176.37
2020-06-04,3,6,2020,0,23.01,189.56,21.62,D,124.69
2021-07-20,1,7,2021,0,0.61,140.74,46.93,D,80.52
2021-10-24,6,10,2021,1,25.87,173.77,2.23,C,100.11
2020-11-27,4,11,2020,0,11.03,94.82,83.2,A,86.15
2021-07-21,2,7,2021,0,28.29,52.33,66.27,A,139.37
2022-02-22,1,2,2022,0,7.57,78.46,83.48,D,147.58
2021-11-12,4,11,2021,0,9.87,116.11,6.17,A,57.76
2021-06-12,5,6,2021,1,14.57,35.48,84.33,C,143.76
2020-12-30,2,12,2020,0,28.31,144.82,94.04,D,93.3
2020-05-22,4,5,2020,0,18.01,195.85,64.21,D,12.74
2021-02-14,6,2,2021,1,21.71,182.98,79.56,D,100.97
2020-12-31,3,12,2020,0,20.14,198.23,9.07,D,108.86
2020-08-10,0,8,2020,0,8.5,135.22,60.76,B,50.86
2022-06-02,3,6,2022,0,6.2,131.89,12.82,B,69.53
2020-08-05,2,8,2020,0,25.06,78.88,48.81,D,157.76
2021-06-14,0,6,2021,0,6.81,90.13,60.65,A,176.78
2020-03-12,3,3,2020,0,27.05,184.79,77.66,A,46.83
2020-05-24,6,5,2020,1,0.74,89.08,14.15,C,146.39
2022-07-02,5,7,2022,1,19.83,27.91,83.66,A,68.1
2022-10-16,6,10,2022,1,12.97,140.23,42.94,B,98.43
2020-01-02,3,1,2020,0,1.97,92.26,76.48,A,215.37
2022-03-10,3,3,2022,0,12.4,96.25,70.26,C,180.04
2020-11-06,4,11,2020,0,8.01,99.23,79.6,C,127.99
2022-03-12,5,3,2022,1,3.32,132.99,18.67,A,125.11
2022-11-21,0,11,2022,0,15.87,177.72,46.25,D,54.15
2022-09-06,1,9,2022,0,6.93,177.37,17.1,D,83.31
2022-04-07,3,4,2022,0,5.62,159.19,47.44,A,92.81
2021-04-07,2,4,2021,0,10.83,173.4,55.38,A,159.78
2022-02-26,5,2,2022,1,26.91,182.31,32.85,D,151.83
2020-09-05,5,9,2020,1,0.75,87.83,89.58,C,79.08
2021-11-13,5,11,2021,1,8.19,74.47,61.23,C,97.95
2022-03-31,3,3,2022,0,21.8,181.08,67.42,A,46.96
2020-07-04,5,7,2020,1,27.98,67.61,14.99,C,15.51
2022-12-30,4,12,2022,0,16.9,40.48,13.88,C,63.15
2020-06-13,5,6,2020,1,8.45,128.76,81.67,D,144.29
2021-08-16,0,8,2021,0,7.87,64.16,96.58,B,31.56
2020-12-27,6,12,2020,1,26.39,55.95,94.73,A,79.1
2022-02-25,4,2,2022,0,13.21,147.28,58.77,B,76.16
2021-09-04,5,9,2021,1,16.61,151.53,4.23,D,7.43
2020-08-06,3,8,2020,0,13.74,43.73,66.43,C,56.28
2022-09-23,4,9,2022,0,12.99,55.58,54.85,A,44.67
2022-06-15,2,6,2022,0,0.69,29.2,95.43,B,66.15
2020-10-13,1,10,2020,0,21.25,32.23,10.82,A,109.8
2021-01-30,5,1,2021,1,13.95,191.28,94.48,A,171.89
2021-05-03,0,5,2021,0,18.06,101.89,35.62,D,162.8
2022-03-07,0,3,2022,0,18.09,124.23,23.19,A,18.07
2021-09-22,2,9,2021,0,28.36,76.47,44.26,D,20.59
2022-12-29,3,12,2022,0,25.11,24.97,83.4,D,33.51
2020-02-03,0,2,2020,0,26.6,151.36,16.47,A,109.26
2021-11-25,3,11,2021,0,9.38,52.08,85.92,A,109.16
2021-11-22,0,11,2021,0,11.96,50.58,38.31,A,193.86
2022-04-10,6,4,2022,1,10.89,191.29,94.63,A,49.6
2021-03-09,1,3,2021,0,5.32,175.28,39.28,D,18.57
2020-11-01,6,11,2020,1,8.22,127.57,79.93,B,49.77
2020-05-27,2,5,2020,0,3.32,185.98,75.11,A,144.16
2020-10-16,4,10,2020,0,23.08,97.19,75.85,D,68.91
2020-02-09,6,2,2020,1,7.32,151.22,41.97,D,176.37
2020-04-03,4,4,2020,0,10.48,185.91,93.3,B,66.24
2020-09-24,3,9,2020,0,23.95,97.95,91.75,A,100.48
2020-12-18,4,12,2020,0,22.33,104.05,22.78,A,44.69
2021-09-21,1,9,2021,0,12.76,155.99,60.51,A,153.39
2022-07-23,5,7,2022,1,8.47,106.66,4.44,B,171.99
2020-05-10,6,5,2020,1,29.7,93.24,1.1,A,28.94
2020-08-21,4,8,2020,0,19.58,130.17,78.79,D,51.74
2021-03-27,5,3,2021,1,22.91,143.84,32.28,A,111.45
2021-02-19,4,2,2021,0,4.42,101.46,88.12,D,94.62
2021-11-21,6,11,2021,1,25.19,126.25,19.19,D,94.51
2021-10-26,1,10,2021,0,15.18,91.76,11.96,A,95.08
2020-10-08,3,10,2020,0,2.18,37.78,41.59,C,80.81
2021-03-12,4,3,2021,0,27.77,87.63,75.79,A,110.95
2020-12-21,0,12,2020,0,21.12,66.82,94.19,C,104.86
2020-05-09,5,5,2020,1,24.94,85.71,10.02,A,135.35
2021-07-14,2,7,2021,0,0.23,105.55,19.28,B,146.32
2022-04-30,5,4,2022,1,29.38,103.59,81.75,B,99.77
2022-01-27,3,1,2022,0,14.88,187.48,89.0,B,163.89
2022-06-17,4,6,2022,0,8.89,118.1,22.39,B,102.22
2020-03-24,1,3,2020,0,14.53,169.7,89.6,B,95.1
2020-07-23,3,7,2020,0,0.53,175.12,17.43,D,120.96
2020-11-19,3,11,2020,0,0.75,91.91,98.6,A,57.9
2022-09-24,5,9,2022,1,12.71,75.29,90.51,A,196.96
2020-01-14,1,1,2020,0,7.13,34.61,62.71,A,96.76
2021-01-02,5,1,2021,1,20.16,25.78,13.34,A,146.78
2021-08-04,2,8,2021,0,6.37,174.37,5.86,D,48.86
2022-09-01,3,9,2022,0,29.96,97.95,70.3,B,36.81
2021-02-26,4,2,2021,0,18.3,150.7,31.45,B,164.34
2021-07-08,3,7,2021,0,18.1,90.04,55.76,D,105.11
2022-04-23,5,4,2022,1,4.97,92.49,34.34,B,100.8
2020-12-23,2,12,2020,0,22.83,106.86,94.03,A,70.5
2021-01-03,6,1,2021,1,12.47,161.65,54.6,D,102.04
2020-06-29,0,6,2020,0,1.6,91.75,27.07,C,196.08
2021-12-13,0,12,2021,0,9.25,179.21,67.62,D,71.92
2020-01-10,4,1,2020,0,16.31,171.3,88.34,B,44.97
2021-01-28,3,1,2021,0,10.19,80.34,4.2,A,136.28
2022-12-21,2,12,2022,0,25.64,88.68,74.0,A,132.35
2022-01-11,1,1,2022,0,11.27,45.39,70.93,B,186.24
2022-08-08,0,8,2022,0,20.58,23.22,21.62,B,24.08
2021-07-20,1,7,2021,0,17.11,156.17,11.06,A,172.8
2021-01-31,6,1,2021,1,16.67,144.19,97.14,A,33.98
2020-11-01,6,11,2020,1,27.04,42.7,39.3,D,142.21
2022-10-15,5,10,2022,1,27.19,111.15,59.41,B,137.2
2020-11-23,0,11,2020,0,24.98,41.87,81.01,A,107.42
2020-04-20,0,4,2020,0,13.52,96.3,50.92,C,177.52
2021-08-06,4,8,2021,0,16.45,191.57,18.03,B,142.92
2022-06-09,3,6,2022,0,24.37,142.24,60.69,C,100.94
2021-11-15,0,11,2021,0,25.83,167.9,12.23,D,134.77
2020-03-29,6,3,2020,1,12.42,65.67,86.98,A,110.83
2020-04-17,4,4,2020,0,24.25,67.41,0.39,B,96.18
2020-11-19,3,11,2020,0,3.01,155.79,27.61,A,112.0
2022-09-20,1,9,2022,0,2.61,71.6,78.15,A,64.81
2020-05-25,0,5,2020,0,19.41,185.14,67.98,B,161.82
2022-06-29,2,6,2022,0,3.27,65.13,89.45,C,153.08
2022-05-08,6,5,2022,1,19.19,139.48,41.42,B,16.8
2021-10-29,4,10,2021,0,23.53,142.17,47.28,B,174.35
2020-08-13,3,8,2020,0,10.08,72.98,87.28,C,160.04
2021-04-11,6,4,2021,1,15.45,43.53,21.51,A,145.91
2021-04-30,4,4,2021,0,11.55,170.57,95.0,D,147.99
2021-02-13,5,2,2021,1,11.33,161.96,35.14,D,39.75
2021-03-27,5,3,2021,1,1.0,89.43,90.36,A,84.24
2022-08-22,0,8,2022,0,6.2,194.57,2.5,D,140.19
2020-04-21,1,4,2020,0,9.64,26.75,91.78,D,48.01
2020-10-23,4,10,2020,0,16.55,69.33,6.52,B,20.61
2022-07-20,2,7,2022,0,3.47,32.85,76.06,B,125.89
2022-03-04,4,3,2022,0,10.29,95.31,92.89,C,178.76
2020-10-06,1,10,2020,0,21.47,179.24,31.96,D,64.23
2021-02-01,0,2,2021,0,18.41,132.25,48.17,C,77.82
2021-07-06,1,7,2021,0,29.59,167.8,43.5,B,133.64
2021-11-18,3,11,2021,0,8.09,38.03,35.24,B,100.88
2020-03-06,4,3,2020,0,0.5,166.66,35.92,A,142.16
2021-07-28,2,7,2021,0,2.22,51.5,88.97,B,150.85
2020-08-15,5,8,2020,1,28.51,199.78,37.19,D,44.1
2022-07-28,3,7,2022,0,25.75,199.75,62.96,D,129.32
2020-12-16,2,12,2020,0,23.45,83.96,57.43,C,150.14
2021-03-26,4,3,2021,0,20.64,23.81,33.67,C,35.67
2020-11-17,1,11,2020,0,6.99,182.99,3.69,B,56.48
2021-04-15,3,4,2021,0,9.29,131.04,53.41,A,64.67
2022-04-23,5,4,2022,1,4.93,62.62,50.25,D,68.2
2021-03-19,4,3,2021,0,28.43,103.5,5.88,D,115.43
2022-08-05,4,8,2022,0,9.87,137.63,27.96,C,112.84
2020-01-30,3,1,2020,0,23.16,187.04,26.11,D,54.33
2021-05-20,3,5,2021,0,13.93,186.89,90.14,B,33.52
2021-11-01,0,11,2021,0,3.96,109.19,10.66,D,75.46
2021-03-31,2,3,2021,0,4.45,134.49,94.95,B,218.12
2020-01-11,5,1,2020,1,11.26,127.82,85.63,D,37.85
2020-03-31,1,3,2020,0,20.69,93.59,20.61,A,87.11
2022-08-21,6,8,2022,1,2.28,145.17,25.27,A,86.94
2022-05-21,5,5,2022,1,3.63,175.64,49.34,D,112.96
2022-09-08,3,9,2022,0,17.08,93.89,19.25,A,158.7
2022-07-15,4,7,2022,0,3.81,38.7,71.01,D,62.05
2021-05-07,4,5,2021,0,9.2,105.54,44.94,A,162.31
2020-01-26,6,1,2020,1,18.7,135.99,71.41,D,57.88
2021-03-22,0,3,2021,0,9.67,98.84,30.75,B,205.54
2022-01-04,1,1,2022,0,24.42,49.64,0.56,C,10.31
2021-05-04,1,5,2021,0,7.32,40.57,53.33,A,198.47
2020-02-02,6,2,2020,1,22.1,58.81,39.93,D,90.34
2021-09-16,3,9,2021,0,24.31,171.04,90.97,B,102.79
2022-07-29,4,7,2022,0,20.83,40.12,56.53,A,63.33
2022-07-20,2,7,2022,0,12.95,134.13,25.7,D,20.07
2020-10-10,5,10,2020,1,0.31,23.99,0.83,D,43.59
2021-01-13,2,1,2021,0,7.18,59.82,98.68,C,80.54
2022-08-08,0,8,2022,0,3.82,118.2,85.8,A,165.99
2020-05-24,6,5,2020,1,8.88,121.09,71.49,D,137.95
2021-11-12,4,11,2021,0,20.0,176.75,87.01,A,125.48
2021-08-30,0,8,2021,0,12.9,135.48,81.82,D,17.58
2021-07-06,1,7,2021,0,29.76,52.92,47.02,B,167.23
2020-06-14,6,6,2020,1,6.75,105.82,13.26,C,85.88
2020-04-22,2,4,2020,0,5.31,85.45,37.35,C,192.78
2020-04-15,2,4,2020,0,29.84,40.66,72.6,A,16.17
2022-02-23,2,2,2022,0,0.91,38.96,96.55,C,195.85
2022-08-11,3,8,2022,0,5.82,49.1,24.05,A,128.62
2022-01-18,1,1,2022,0,17.09,59.89,75.66,C,69.54
2020-12-24,3,12,2020,0,27.66,138.21,43.64,A,156.17
2021-02-23,1,2,2021,0,24.54,72.29,33.97,B,182.4
2021-11-16,1,11,2021,0,4.94,27.59,45.41,B,181.06
2020-08-20,3,8,2020,0,23.15,185.52,53.32,D,18.82
2021-03-05,4,3,2021,0,17.66,160.11,9.33,B,38.16
2021-10-18,0,10,2021,0,0.37,126.86,88.67,C,145.23
2021-07-01,3,7,2021,0,29.46,31.35,90.3,D,139.08
2021-07-21,2,7,2021,0,9.43,195.23,28.79,A,191.13
2020-05-09,5,5,2020,1,26.42,156.38,56.35,C,21.85
2021-12-08,2,12,2021,0,15.96,84.22,79.22,D,138.79
2022-09-22,3,9,2022,0,27.32,22.67,80.91,A,196.41
2022-08-20,5,8,2022,1,23.68,43.44,8.13,C,8.28
2022-07-14,3,7,2022,0,18.86,133.34,98.69,C,81.69
2020-05-14,3,5,2020,0,9.96,132.4,82.56,B,199.81
2022-07-26,1,7,2022,0,24.09,96.8,63.49,A,177.7
2020-06-13,5,6,2020,1,14.72,59.0,16.97,D,12.65
2021-01-01,4,1,2021,0,21.55,40.0,24.38,C,59.38
2020-06-06,5,6,2020,1,16.81,91.63,67.47,A,27.9
2020-12-03,3,12,2020,0,3.72,109.86,33.7,C,73.54
2020-08-17,0,8,2020,0,2.01,181.23,69.18,B,50.12
2022-10-13,3,10,2022,0,1.95,195.48,68.12,B,105.24
2021-02-22,0,2,2021,0,21.05,156.14,78.0,A,104.46
2021-08-23,0,8,2021,0,12.9,21.99,92.66,D,120.48
2020-09-27,6,9,2020,1,6.09,185.53,91.49,D,181.65
2021-12-11,5,12,2021,1,26.22,199.6,24.47,D,133.06
2022-06-28,1,6,2022,0,24.69,61.57,9.84,A,197.47
2021-08-20,4,8,2021,0,8.88,176.76,0.41,B,16.91
2020-05-08,4,5,2020,0,13.98,62.97,68.98,A,133.73
2021-04-20,1,4,2021,0,2.32,49.27,38.8,C,59.38
2022-04-23,5,4,2022,1,23.77,94.89,9.34,C,85.12
2021-10-30,5,10,2021,1,2.73,43.21,23.96,D,163.99
2022-12-21,2,12,2022,0,27.74,168.73,33.41,D,41.58
2022-07-26,1,7,2022,0,16.47,149.93,99.34,C,37.67
2020-09-27,6,9,2020,1,1.48,144.98,83.22,C,172.84
2020-12-17,3,12,2020,0,20.35,191.72,51.1,C,161.18
2021-04-09,4,4,2021,0,29.03,172.49,30.98,D,27.69
2022-01-31,0,1,2022,0,16.44,101.54,87.78,C,33.51
2020-04-06,0,4,2020,0,7.73,155.32,9.5,B,76.85
2021-12-24,4,12,2021,0,11.61,132.07,15.81,C,159.86
2022-07-22,4,7,2022,0,13.43,185.06,46.79,B,64.58
2020-11-25,2,11,2020,0,4.25,20.67,53.22,C,46.86
2021-01-08,4,1,2021,0,11.75,126.07,27.57,B,48.56
2020-11-10,1,11,2020,0,23.24,190.42,10.04,B,27.57
2021-05-02,6,5,2021,1,28.8,26.8,97.76,A,11.52
2020-03-25,2,3,2020,0,26.21,75.32,93.86,C,63.14
2020-09-16,2,9,2020,0,19.63,34.41,24.23,D,135.3
2021-06-17,3,6,2021,0,15.86,187.03,42.88,C,157.36
2021-01-12,1,1,2021,0,13.47,196.26,95.98,B,79.33
2020-03-12,3,3,2020,0,26.58,172.57,21.07,C,103.81
2021-12-05,6,12,2021,1,2.18,170.61,17.45,B,35.47
2022-02-02,2,2,2022,0,12.01,123.85,85.49,D,176.14
2020-11-28,5,11,2020,1,13.18,30.88,74.91,C,118.27
2020-09-05,5,9,2020,1,13.44,75.67,50.24,A,86.64
2022-04-08,4,4,2022,0,22.71,117.9,87.68,D,97.2
2020-10-24,5,10,2020,1,7.15,173.2,55.72,D,51.29
2021-10-17,6,10,2021,1,18.71,84.39,84.44,B,101.96
2020-01-09,3,1,2020,0,21.79,37.2,39.6,C,177.93
2021-08-28,5,8,2021,1,24.25,48.79,27.78,D,58.91
2021-08-16,0,8,2021,0,19.51,156.26,74.95,B,107.05
2022-06-24,4,6,2022,0,24.32,98.67,12.39,C,98.41
2020-08-18,1,8,2020,0,28.57,162.74,57.87,D,103.96
2020-03-23,0,3,2020,0,27.92,97.1,33.14,B,185.26
2020-08-27,3,8,2020,0,25.9,78.15,46.38,C,75.56
2020-02-20,3,2,2020,0,4.47,192.41,40.43,D,159.76
2021-03-27,5,3,2021,1,5.68,118.62,2.4,D,140.57
2022-01-01,5,1,2022,1,17.43,132.61,5.17,A,48.89
2021-10-30,5,10,2021,1,2.23,72.0,62.74,A,145.59
2021-02-03,2,2,2021,0,18.36,118.87,27.3,B,55.06
2021-07-23,4,7,2021,0,4.11,172.83,61.65,B,59.83
2020-02-16,6,2,2020,1,5.32,177.15,74.27,A,156.13
2022-07-01,4,7,2022,0,12.21,67.16,97.95,A,184.5
2022-11-14,0,11,2022,0,9.05,172.56,75.89,D,66.04
2021-02-02,1,2,2021,0,12.8,53.47,11.11,D,131.16
2021-10-12,1,10,2021,0,8.03,167.61,99.56,A,41.07
2022-01-09,6,1,2022,1,14.19,164.37,78.9,D,137.05
2020-10-29,3,10,2020,0,10.47,101.69,59.5,D,176.13
2022-01-27,3,1,2022,0,9.83,186.17,26.94,D,172.43
2022-02-02,2,2,2022,0,20.11,103.43,61.34,A,65.9
2021-08-05,3,8,2021,0,8.23,40.44,11.41,C,79.3
2021-12-20,0,12,2021,0,22.89,129.43,10.26,C,147.31
2022-07-01,4,7,2022,0,18.04,192.95,67.02,A,44.6
2021-03-17,2,3,2021,0,14.21,136.73,2.83,D,10.72
2022-05-01,6,5,2022,1,3.88,65.3,42.95,D,103.4
2021-08-14,5,8,2021,1,4.14,141.21,59.61,B,81.65
2022-05-18,2,5,2022,0,0.41,33.98,39.17,D,53.58
2020-10-12,0,10,2020,0,11.3,133.07,54.72,A,65.04
2020-10-21,2,10,2020,0,10.31,130.53,86.09,B,165.22
2021-09-13,0,9,2021,0,16.6,85.21,36.51,D,153.98
2022-12-11,6,12,2022,1,1.18,197.84,66.44,C,140.76
2020-05-15,4,5,2020,0,1.14,129.0,48.48,D,41.67
2020-06-30,1,6,2020,0,8.34,180.26,55.0,A,101.81
2022-04-18,0,4,2022,0,2.18,148.54,70.29,C,131.05
2022-04-28,3,4,2022,0,15.31,98.08,59.33,B,60.62
2022-08-04,3,8,2022,0,28.24,125.98,31.12,B,83.49
2021-02-12,4,2,2021,0,24.17,49.09,29.28,B,135.04
2022-02-20,6,2,2022,1,9.46,162.65,13.05,C,143.44
2022-10-01,5,10,2022,1,2.05,22.27,89.82,A,154.5
2021-09-10,4,9,2021,0,10.55,61.87,61.69,C,108.44
2022-10-08,5,10,2022,1,29.75,196.98,63.5,D,68.82
2021-04-04,6,4,2021,1,14.73,142.85,10.16,A,75.07
2020-01-06,0,1,2020,0,2.26,33.2,19.58,B,121.16
2021-06-21,0,6,2021,0,23.54,107.39,33.55,C,18.3
2022-08-25,3,8,2022,0,16.51,68.83,61.49,A,211.3
2021-08-12,3,8,2021,0,3.34,58.18,47.31,D,182.55
2021-01-02,5,1,2021,1,23.15,181.68,33.37,D,161.71
2021-05-16,6,5,2021,1,3.08,29.54,85.56,A,221.0
2020-09-01,1,9,2020,0,2.72,40.42,3.32,C,42.18
2022-10-06,3,10,2022,0,6.28,194.61,66.79,A,176.89
2022-01-10,0,1,2022,0,23.28,116.31,79.75,D,104.52
2022-06-12,6,6,2022,1,9.44,121.0,53.35,C,159.66
2022-09-01,3,9,2022,0,29.45,93.99,76.34,A,23.59
2022-02-03,3,2,2022,0,23.3,86.86,3.94,A,74.94
2021-06-15,1,6,2021,0,18.32,41.47,92.4,B,34.47
2020-04-29,2,4,2020,0,27.9,147.28,32.97,B,71.79
2021-10-16,5,10,2021,1,22.22,128.26,67.16,D,70.32
2020-10-04,6,10,2020,1,14.63,198.18,21.39,C,78.67
2020-11-30,0,11,2020,0,8.75,157.72,76.4,A,81.01
2021-07-12,0,7,2021,0,2.44,22.06,42.75,C,99.36
2022-05-09,0,5,2022,0,29.65,104.56,25.64,C,150.2
2020-04-09,3,4,2020,0,14.73,127.85,9.57,C,74.82
2021-08-20,4,8,2021,0,28.33,126.11,34.45,A,122.57
2022-11-18,4,11,2022,0,27.31,69.32,50.51,B,185.68
2021-01-10,6,1,2021,1,5.17,149.54,61.45,A,160.42
2020-12-08,1,12,2020,0,10.54,76.5,68.42,C,58.21
2021-10-09,5,10,2021,1,12.59,53.87,0.83,C,179.94
2021-07-09,4,7,2021,0,12.95,194.48,14.03,C,108.74
2020-07-15,2,7,2020,0,6.03,162.21,78.37,C,41.77
2020-10-21,2,10,2020,0,27.36,55.03,61.3,A,201.77
2020-10-07,2,10,2020,0,26.47,192.18,34.26,C,15.53
2022-02-02,2,2,2022,0,5.65,110.09,79.32,D,48.43
2022-04-23,5,4,2022,1,19.79,78.24,34.12,C,122.42
2020-11-29,6,11,2020,1,14.01,166.17,15.59,A,166.57
2021-03-22,0,3,2021,0,1.93,54.93,65.61,B,195.06
2022-10-27,3,10,2022,0,7.58,78.89,53.71,B,65.02
2021-01-20,2,1,2021,0,24.33,159.25,14.53,A,90.92
2022-05-04,2,5,2022,0,23.24,80.72,63.31,D,16.29
2020-06-05,4,6,2020,0,18.26,47.48,83.06,A,89.82
2020-09-25,4,9,2020,0,8.45,171.36,5.01,A,93.36
2022-09-09,4,9,2022,0,11.1,71.26,91.18,C,151.64
2021-09-30,3,9,2021,0,1.92,148.64,52.73,C,178.68
2020-10-11,6,10,2020,1,9.39,123.35,50.08,D,96.81
2022-12-07,2,12,2022,0,13.68,57.01,75.57,C,97.15
2020-12-18,4,12,2020,0,28.76,66.95,68.27,C,165.35
2020-02-28,4,2,2020,0,19.9,176.83,82.75,A,81.79
2021-03-31,2,3,2021,0,18.0,48.13,53.55,B,59.25
2020-10-18,6,10,2020,1,22.31,115.05,41.12,B,57.15
2021-09-21,1,9,2021,0,29.96,32.91,4.36,B,39.84
2021-03-05,4,3,2021,0,29.13,196.26,65.49,B,163.83
2020-06-09,1,6,2020,0,6.42,194.97,14.28,D,30.11
2020-08-16,6,8,2020,1,3.37,123.16,78.1,A,103.71
2020-02-08,5,2,2020,1,29.34,98.2,15.04,D,73.01
2022-06-02,3,6,2022,0,20.37,169.8,45.88,A,123.84
2021-02-06,5,2,2021,1,8.02,136.26,98.6,A,37.24
2020-03-08,6,3,2020,1,26.6,121.21,25.21,A,188.91
2022-08-18,3,8,2022,0,14.5,79.7,18.15,A,63.06
2021-06-02,2,6,2021,0,24.99,130.59,91.32,A,54.3
2020-05-15,4,5,2020,0,3.63,21.1,50.79,C,199.59
2020-01-22,2,1,2020,0,20.85,75.51,87.69,A,170.34
2020-09-10,3,9,2020,0,0.46,167.03,30.05,B,53.69
2021-02-13,5,2,2021,1,6.79,104.34,42.49,B,77.95
2021-12-20,0,12,2021,0,5.17,157.2,99.01,A,183.56
2020-07-04,5,7,2020,1,8.88,64.07,21.77,B,46.94
2021-07-22,3,7,2021,0,16.54,128.97,70.55,C,129.68
2021-12-22,2,12,2021,0,8.77,79.46,68.15,B,91.32
2022-10-22,5,10,2022,1,6.38,87.38,27.21,B,39.77
2022-10-31,0,10,2022,0,24.9,173.56,21.98,A,11.31
2020-07-21,1,7,2020,0,22.16,58.08,39.34,A,22.45
2022-12-19,0,12,2022,0,6.79,162.72,80.44,B,63.42
2021-01-27,2,1,2021,0,10.08,44.16,7.42,C,187.19
2020-12-17,3,12,2020,0,19.67,117.58,76.55,A,179.65
2020-07-21,1,7,2020,0,24.2,22.98,18.68,B,130.62
2022-10-29,5,10,2022,1,11.27,196.85,66.54,D,168.95
2022-01-20,3,1,2022,0,6.04,175.51,32.14,B,206.34
2022-06-19,6,6,2022,1,4.73,112.94,79.28,A,115.97
2021-01-05,1,1,2021,0,14.04,197.54,42.53,C,113.11
2022-02-16,2,2,2022,0,1.64,171.6,64.82,D,89.08
2021-03-14,6,3,2021,1,0.49,126.5,1.27,B,24.71
2022-04-14,3,4,2022,0,18.48,54.02,19.19,A,141.16
2021-10-05,1,10,2021,0,1.61,76.41,14.94,A,143.54
2022-08-12,4,8,2022,0,19.85,149.8,25.52,A,23.4
2022-11-30,2,11,2022,0,2.36,96.71,94.58,B,75.03
2022-10-12,2,10,2022,0,7.7,38.16,60.56,C,141.39
2021-08-13,4,8,2021,0,19.29,175.0,48.64,A,34.13
2020-06-17,2,6,2020,0,8.68,139.24,61.31,C,110.27
2022-10-08,5,10,2022,1,20.49,134.73,88.13,A,128.77
2022-02-27,6,2,2022,1,23.36,64.77,67.82,C,163.94
2022-07-24,6,7,2022,1,11.57,160.24,72.48,C,26.96
2022-06-28,1,6,2022,0,17.45,43.43,96.73,B,174.41
2022-04-14,3,4,2022,0,3.29,41.92,59.45,C,88.01
2022-05-26,3,5,2022,0,1.05,117.5,38.78,B,47.4
2020-05-22,4,5,2020,0,24.06,184.71,75.66,D,137.08
2022-01-22,5,1,2022,1,6.49,67.44,20.85,B,167.93
2020-01-27,0,1,2020,0,28.44,149.03,88.15,D,106.1
2020-08-03,0,8,2020,0,11.63,96.64,7.53,D,17.96
2022-06-16,3,6,2022,0,20.86,98.92,55.22,A,121.11
2020-09-01,1,9,2020,0,8.32,105.66,47.08,B,95.58
2022-03-19,5,3,2022,1,24.62,101.21,60.36,D,150.79
2020-07-27,0,7,2020,0,25.99,180.28,27.0,B,4.2
2020-05-12,1,5,2020,0,7.83,70.17,90.94,C,137.38
2021-02-11,3,2,2021,0,2.45,44.37,15.57,C,133.35
2021-02-14,6,2,2021,1,22.06,174.74,94.06,D,40.43
2020-09-08,1,9,2020,0,9.29,63.26,35.88,B,195.06
2022-05-19,3,5,2022,0,17.25,152.87,49.01,D,13.68
2021-07-24,5,7,2021,1,1.93,116.83,71.88,C,64.77
2022-03-30,2,3,2022,0,21.66,165.92,41.19,C,131.6
2022-09-01,3,9,2022,0,12.12,142.1,76.4,D,177.27
2022-09-19,0,9,2022,0,10.36,93.99,16.56,C,50.66
2020-10-28,2,10,2020,0,20.8,185.07,39.46,D,32.64
2020-08-09,6,8,2020,1,8.55,101.91,29.07,A,67.43
2021-05-28,4,5,2021,0,22.08,21.41,53.92,D,139.61
2022-10-15,5,10,2022,1,7.99,128.59,66.89,B,147.18
2020-10-02,4,10,2020,0,13.38,82.38,83.59,A,173.12
2020-07-22,2,7,2020,0,9.64,38.54,7.18,A,39.73
